,2021-12-31,中国电信携手中国信通院 深耕城市发展、产业升级和网信安全领域,--
874,2021-09-27,2021年世界互联网大会开幕 共议构建网络空间命运共同体,上证报
875,2021-09-27,每经24点|多家虚拟货币平台终止中国大陆地区业务；报告：疫情期间，我国8亿人网购、4亿人叫外卖、2亿人用在线医疗,每日经济新闻
876,2021-09-26,中国电信预制成端蝶（圆）形引入光缆集采：中天等12家厂商入围,Ofweek
877,2021-09-26,新股周观察：本周新股表现活跃度增强 关注能耗双控政策行情的演绎,新浪
878,2021-09-26,通信行业周报：中移动5G核心网集采规模翻倍 华为发布欧拉操作系统,新浪
879,2021-09-26,中国电信绿鞋机制运行启示：应让市场充分自主发现价格,每日经济新闻
880,2021-09-26,中国电信“天通一号”卫星移动通信应用系统获选世界互联网大会领先科技成果,C114通信网
881,2021-09-26,中国电信董事长柯瑞文：重点关注四方面 推动新时代数字共生共创共荣,中国经济网
882,2021-09-26,通信·产业追踪(31)：卡奥斯首入亚洲品牌500强 国内智能制造强势崛起,新浪
883,2021-09-26,运营商8月份数据：5G用户接近6亿，中国移动领跑全线,Ofweek
884,2021-09-26,建设数字丝路 服务智慧非洲 中国电信积极引领数字化新时代,C114通信网
885,2021-09-26,“6G+量子”实现内生安全 为网络基础设施提供主动免疫能力,C114通信网
886,2021-09-26,中国电信柯瑞文：积极落实5G应用“扬帆”计划 推动标杆案例规模化落地,上证报
887,2021-09-26,中国电信柯瑞文：开展前沿技术联合研发 突破一批关键核心技术,新浪
888,2021-09-26,中国电信柯瑞文：数字文明新时代需要关注这四点,第一财经
889,2021-09-26,“绿鞋”过后破发！中国电信抛出增持计划能否企稳？机构观点来了,财联社
890,2021-09-26,通信行业2021年中报总结：通信行业Q2业绩维持高增长 估值仍处低位 持续关注主设备、运营商等细分赛道投资机会,新浪
891,2021-09-26,中国电信预制成端蝶（圆）形引入光缆集采：中天等12家厂商入围,C114通信网
892,2021-09-26,"没法淡定？中国电信公布""绿鞋""，承销商已爆买62亿！还有40亿要救场，股价能稳住吗？",券商中国
893,2021-09-25,运营商8月份运营数据：5G套餐用户接近6亿户 中国移动占据半壁江山,C114通信网
894,2021-09-25,11年前农行破发引爆中小板行情，11年后电信破发又将带来什么？,上游新闻
895,2021-09-25,多地落地智慧交通项目 自动驾驶奇军蘑菇车联,国际在线
896,2021-09-25,天翼云孙晓宁：智能网卡产品的演进之旅,C114通信网
897,2021-09-25,中国电信已行使绿鞋机制 市场人士认为大股东增持更易提振股价,财联社
898,2021-09-25,元宇宙概念的半壁江山都来了，设备体验和大佬演讲干货,36氪
899,2021-09-25,大消费股崛起周期股回调 行情风格高低切换,上证报
900,2021-09-25,华尔街见闻早餐FM-Radio｜2021年9月25日,华尔街见闻
901,2021-09-24,格隆汇港股聚焦(09.24)︱腾讯、小米继续回购；亚太资源年度业绩大幅扭亏,格隆汇
902,2021-09-24,智通港股公告精选︱(9.24) 中国电信A股发行稳定期结束 最终发行约105.75亿股净筹475.16亿元,智通财经
903,2021-09-24,中国电信上半年增速创新高营收2192亿元 行业排名第二,第一财经
904,2021-09-24,中国电信今日“破发” 40亿增持计划未能提振A股股价,第一财经
905,2021-09-24,中国电信破发，20家战投被套！中金公司买入逾62亿元，下一步怎么走？散户和机构吵翻了,中证报
906,2021-09-24,中国电信：中金公司实施绿鞋操作 买入公司13.8亿股股票,上证报
907,2021-09-24,中国电信(00728)A股发行稳定期结束 最终发行约105.75亿股净筹475.16亿元,智通财经
908,2021-09-24,中国电信(601728.SH)：“绿鞋”行使期届满 额外发行1.79亿股A股,智通财经
909,2021-09-24,中国电信：中金公司使用本次发行超额配售买入62.55亿元股票,财联社
910,2021-09-24,中国电信：中金公司实施绿鞋操作 买入股票62.55亿元,e公司
911,2021-09-24,买衣服纪念股价高地？三峡能源、盐湖股份、中国电信股东T恤成爆款,证券之星
912,2021-09-24,中国电信：在中国电信本次发行的后市稳定期内（即自2021年8月20日至2021年9月22日），中国国际金融股份有限公司作为本次发行具体实施绿鞋操作的联席主承销商，使用本次发行超额配售所获得的资金以竞价,金十数据
913,2021-09-24,股市动态 | 消费引领风格切换？周期股遇“紧箍咒”大跌，中国电信回应破发,财经网
914,2021-09-24,中国电信IPO募资471亿上市次月破发 六券商赚3亿元,中国经济网
915,2021-09-24,中国电信A股今日破发 40亿增持计划未能提振A股股价,财联社
916,2021-09-24,大力深化5G+云网融合 筑实乌镇网络安全墙 中国电信立体化服务保障世界互联网大会通信,C114通信网
917,2021-09-24,失去“绿鞋”保护后，中国电信的破发“虽迟但到”,中国经济网
918,2021-09-24,破发边缘徘徊一月的中国电信 最终还是破发了,中国经济网
919,2021-09-24,“绿鞋机制”到期后、40亿元增持计划也扛不住了，中国电信破发，公司称经营一切正常,21世纪经济报道
920,2021-09-24,茅台突然暴涨，又现10倍新股，中国电信破发,中国基金报
921,2021-09-24,海天味业涨停，消费股要“王者归来”？中国电信破发，公司回应：是买卖双方的选择,上证报
922,2021-09-24,爆燃！超级新股狂涨11倍被临停！4000亿龙头涨停，贵州茅台暴涨！中国电信破发,中证报
923,2021-09-24,“绿鞋”到期，控股股东增持后仍破发，中国电信回应买卖双方选择,AI财经社
924,2021-09-24,"发生了什么？刚刚，茅台突然暴涨，4000亿""酱茅""拉涨停！更有超级新股上市，暴涨13倍！煤炭股却崩了，中国电信破发",中国基金报
925,2021-09-24,上午突发|中国电信破发 北交所25日举行首次开市全网测试,鲸平台
926,2021-09-24,中国电信早盘破发跌1.98% 上市首日最高涨至6.52元,凤凰网
927,2021-09-24,中国电信跌破发行价！控股股东拟40亿增持护盘,上游新闻
928,2021-09-24,中国电信回应破发：买卖双方的选择,Wind
929,2021-09-24,中国电信回应破发：买卖双方的选择,金十数据
930,2021-09-24,40亿增持也没用，中国电信跌近2%跌破发行价,证券之星
931,2021-09-24,中国电信盘中跌破发行价,e公司
932,2021-09-24,【行情】中国电信破发，跌幅0.88%，股价报4.52元,金十数据
933,2021-09-24,中国电信A股破发,Wind
934,2021-09-24,23股获券商买入评级，五粮液目标涨幅达93.91%,Wind
935,2021-09-23,格隆汇港股聚焦(09.23)︱重庆钢铁股份获实控人中国宝武增持1.46%股份；中国电信8月5G套餐用户净增841万户,格隆汇
936,2021-09-23,中国电信(601728)：大力增持彰显信心 新兴业务持续领跑,新浪
937,2021-09-23,安信证券维持中国电信买入评级：控股股东拟增持彰显信心，云网融合把握产业数字化新机遇，目标价5.97元,每日经济新闻
938,2021-09-23,中国通信服务(00552.HK)：中国电信拟将其持有的公司1.66亿股内资股无偿划转给国网信通产业集团获批,格隆汇
939,2021-09-23,中国通信服务(00552)：控股股东中国电信划转1.66亿股内资股给国网信通获国资委批准,智通财经
940,2021-09-23,中国电信、国家电网、华为联合发布5GtoB安全样板点,C114通信网
941,2021-09-23,晚间公告｜9月23日这些公告有看头,第一财经
942,2021-09-23,中国电信(601728.SH)：8月移动用户数3.668亿户,格隆汇
943,2021-09-23,中国电信(00728.HK)8月5G套餐用户净增841万户,格隆汇
944,2021-09-23,中国电信(601728.SH)8月5G套餐用户数净增841万户,智通财经
945,2021-09-23,中国电信：8月5G套餐用户数净增841万户,e公司
946,2021-09-23,中国电信(601728)：控股股东拟增持彰显信心 云网融合把握产业数字化新机遇,新浪
947,2021-09-23,中贝通信(603220)：通信网络建设头部梯队 积极探索第二成长曲线,新浪
948,2021-09-23,40亿增持未能撑起股价，中国电信会破发吗？,证券之星
949,2021-09-23,安信证券：维持中国电信(601728.SH)“买入-A”评级 目标价5.97元,智通财经
950,2021-09-23,中国电信“云改数转”助力水泥行业数字化转型,C114通信网
951,2021-09-23,中国电信推出“盘古计划”，全面升级XR合作，拥抱元宇宙,凤凰网
952,2021-09-23,中国电信股价保卫战： “绿鞋”到期 控股股东拟增持40亿能否稳定股价？,21世纪经济报道
953,2021-09-22,中国电信股价保卫战：“绿鞋”到期，一份额外的40亿增持计划出炉，通信巨头的成长性忧思何在？,21世纪经济报道
954,2021-09-22,老周侃股：理性看待中国电信大股东增持,北京商报
955,2021-09-22,电子行业周报：留意消费放缓对物联网影响,新浪
956,2021-09-22,中国电信A股“绿鞋机制”到期 控股股东拟豪掷40亿增持极力护盘,长江商报
957,2021-09-22,破发边缘大股东增持，中国电信何时稳住？,华夏时报
958,2021-09-22,400Gb/s！中国电信建成全球首条全G.654E陆地干线光缆,快科技
959,2021-09-22,A股异动 | 中国电信(601728.SH)一度涨超4% 控股股东拟增持不少于40亿元,格隆汇
960,2021-09-22,绿鞋机制到期，3800亿中国电信大股东宣布40亿增持公司A股，股价稳了？,搜狐
961,2021-09-22,中国电信：截至2021年上半年，公司在用5G基站达到46万个,每日经济新闻
962,2021-09-22,中国电信建成全球首条全G.654E陆地干线光缆 完成首次400Gb/s超长距现网传输试验,C114通信网
963,2021-09-22,工业互联网从龙头向中小企业推进 中国电信持续深耕助力产业转型,C114通信网
964,2021-09-22,股价“逼近”发行价，中国电信抛出40亿回购“护盘”！,环球老虎财经
965,2021-09-22,中国电信：控股股东拟择机增持公司股份 增持金额不少于40亿元,发布易
966,2021-09-22,控股股东豪掷40亿增持公司股份，中国电信股价能否回暖？,资本邦
967,2021-09-22,控股股东拟增持至少40亿后，中国电信高开,中新经纬
968,2021-09-22,中国电信“绿鞋”保护期到期，大股东拟40亿增持,阿尔法工场
969,2021-09-22,绿鞋机制到期！中国电信宣布40亿增持 有何深意？,证券之星
970,2021-09-22,中国电信控股股东拟40亿元增持：“自救”大招？,Ofweek
971,2021-09-22,每日财报|双环传动前三季净利超2.08亿 中国电信控股股东增持不少于40亿,搜狐
972,2021-09-22,港股公告精选 | 腾讯再斥1亿港元回购；中国电信控股股东拟增持不少于40亿元A股股份,富途证券
973,2021-09-21,中国电信：控股股东中国电信集团拟增持不少于40亿元股份 - 集团要闻推荐\电信运营商 — C114(通信网),C114通信网
974,2021-09-21,上市刚“满月” 中国电信控股股东抛40亿元增持计划,e公司
975,2021-09-21,破发压力山大：中国电信控股股东拟增持40亿元,快科技
976,2021-09-21,破发压力大，中国电信出手，拟增持至少40亿元,北京日报
977,2021-09-21,盘后公告集锦|中国电信：控股股东中国电信集团拟增持不少于40亿元,证券之星
978,2021-09-21,中国电信加码量子通信 国内量子通信产业化提速,e公司
979,2021-09-21,晚间公告｜9月21日这些公告有看头,第一财经
980,2021-09-21,中国电信(00728.HK)控股股东拟不少于40亿人民币增持公司A股,财华社
981,2021-09-21,中国电信控股股东拟斥资40亿元增持公司股份,上证报
982,2021-09-21,中国电信“出大招”自救！绿鞋机制到期，控股股东拟增持不少于40亿,中新经纬
983,2021-09-21,中国电信(00728)控股股东拟一年内择机增持不少于40亿元A股,智通财经
984,2021-09-21,刚刚！中国电信发布重要公告,每日经济新闻
