,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
1293,2021-02-19,半年赚了2.9亿！华为、三星、富士康的供应商准备上市了,21商评网
1294,2021-02-18,通信行业跟踪周报：春节期间海外云计算、光模块等板块走势强劲 关注容联云美股IPO挂牌,新浪
1295,2021-02-18,通信行业周报：未来三年工业互联网进入快速成长期,新浪
1296,2021-02-18,苹果概念股分化明显，比亚迪、立讯精密、工业富联、京东方、蓝思、歌尔均下滑,Wind
1297,2021-02-16,亚马逊：今年将开始通过富士康的一个部门在印度制造其电视流媒体设备,每经网
1298,2021-02-15,苹果汽车项目最新进展：接洽日产遭拒 制造商不愿沦为“汽车业的富士康”,FX168
1299,2021-02-15,不愿成为“汽车产业的富士康”，日产与苹果就生产自动驾驶汽车谈判已搁置,腾讯网
1300,2021-02-10,数码厂商纷纷转战电动车：索尼苹果发力 富士康接单造车,参考消息
1301,2021-02-10,还在逃离制造业？看看这些百亿富豪奋斗史，估计有人要后悔了,36氪
1302,2021-02-09,传富士康与台湾车企裕隆合资企业拟10月份推出电动巴士,网易
1303,2021-02-09,富士康与裕隆汽车的合资公司计划在10月推出电动巴士,Wind
1304,2021-02-09,烧光84亿后停工半年富士康入场 拜腾汽车的生死棋局 经营问题,新浪
1305,2021-02-08,曝拜腾将正计划借壳上市！富士康：目前正优化供应链 不予置评,快科技
1306,2021-02-08,要翻身了？富士康接盘后，拜腾汽车计划通过SPAC上市！,环球老虎财经
1307,2021-02-08,富士康的“造车野望”,36氪
1308,2021-02-08,2020“双跨”工业互联网平台公布 跨行业跨领域 深圳三家入选,深圳商报
1309,2021-02-06,拜腾汽车的生死棋局：烧光84亿后停工半年 富士康入场 经营问题,新浪
1310,2021-02-04,博硕科技创业板IPO获批注册：毛利率连续下降 收入严重依赖富士康 经营问题,中华网
1311,2021-02-04,鼎捷软件(300378)：股权激励落地 护航长期成长,新浪
1312,2021-02-03,鼎捷软件(300378)：激励方案尘埃落定 工业软件充满潜力,新浪
1313,2021-02-02,工业富联(601138.SH)：119.28万份股票期权符合行权条件,格隆汇
1314,2021-02-02,开源证券--鼎捷软件公司信息更新报告：股权激励落地，鼓舞团队开启新篇章【公司研究】,金融界股吧
1315,2021-02-02,拜腾相关公司成被执行人：曾遭央视点名批评 现已被富士康拉回赛道 被执行人,快科技
1316,2021-02-02,安信证券--鼎捷软件：激励方案尘埃落定，工业软件充满潜力【公司研究】,金融界股吧
1317,2021-02-02,开源晨会0203丨移广5G700M持续推进，通信估值与持仓有望重燃；信邦制药；天孚通信、鼎捷软件,开源证券研究所
1318,2021-02-01,工业富联向精密机构件子公司增资9.05亿元 加码智能制造,证券日报网
1319,2021-02-01,工业富联拟9.05亿元增资精密机构件子公司 持续加码智能制造,上证报
1320,2021-02-01,工业富联(601138.SH)：子公司公告取得武汉裕展精密股权、兰考裕展智造股权,格隆汇
1321,2021-02-01,现代汽车与苹果合作 现代会成汽车业富士康吗？,Ofweek
1322,2021-02-01,吉利“很忙”：牵手贾跃亭、入主力帆、与百度、富士康、腾讯合作,亿欧网
1323,2021-02-01,现代内部就与苹果合作造车存分歧 担心沦为“富士康第二”,南方+
1324,2021-02-01,怕成汽车业富士康！现代汽车高管对与苹果合作存疑虑,第一电动网
1325,2021-02-01,【计算机-胡又文】鼎捷软件：激励方案尘埃落定，工业软件充满潜力,安信证券研究
1326,2021-02-01,安信研究|晨会在线20210203,安信证券研究
1327,2021-01-29,贾跃亭和FF的“中国路”：吉利投资参股 富士康代工？,亿邦动力
1328,2021-01-29,吉利与FF签署框架合作协议，与富士康组建新公司将为FF代工,资本邦
1329,2021-01-29,腾讯、阿里、富士康、华为等科技巨头都来造车 究竟打什么算盘？,新浪
1330,2021-01-29,港股异动 | 富智康集团(02038)盘中急升逾8% 消息称FF寻求吉利富士康代工,智通财经
1331,2021-01-29,鸿海系股票拉升FF寻求吉利富士康代工,格隆汇
1332,2021-01-29,FF寻求吉利富士康代工，地方政府提供2000亩工业用地,Wind
1333,2021-01-29,FF寻求吉利富士康代工 地方政府提供2000亩工业用地,中证网
1334,2021-01-29,吉利控股：参与FaradayFuture上市少量投资探讨由吉利与富士康的合资公司提供代工服务的可能性,科创板日报
1335,2021-01-29,吉利与FF签署框架合作协议，或联手富士康为后者代工,第一电动网
1336,2021-01-29,吉利：参与FF上市少量投资 探讨由吉利与富士康的合资公司提供代工,e公司
1337,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
1338,2021-01-29,吉利与FF签合作协议 探讨由吉利富士康合资公司提供代工可能性,新浪
1339,2021-01-29,富士康如何将“造车梦”照进现实？,南方日报
1340,2021-01-28,ESG推动再进一步 富士康打造“零废示范园区”,砍柴网
1341,2021-01-28,富士康将合作打造“零废示范园区”,e公司
1342,2021-01-28,Stellantis也要寄托于富士康扭转困境？,新浪
1343,2021-01-27,工信部公布135个2020年制造业与互联网融合发展试点示范项目,Wind
1344,2021-01-27,市场要闻丨谜底揭开，富士康与吉利合资成立的代工厂原来是要为FF造车？,36氪
1345,2021-01-26,增长超13% 成都高新区2020年电子信息规上工业产值破3700亿元,高新网
1346,2021-01-25,科技硬件行业周报：南下资金大幅流入 港股科技板块广受关注,新浪
1347,2021-01-25,【行情】港股富士康概念股涨幅扩大，鸿腾精密涨超20%，富智康涨近10%，云智汇科技涨近9%,金十数据
1348,2021-01-25,富士康造车再提速！汽车成消费电子下一增长支点,财联社
1349,2021-01-25,中信证券：看好国内科技板块一季度投资机会，首选港股市场,证券时报网
1350,2021-01-25,通信行业跟踪周报：卫星互联网等数字基建再获各地政策支持 如何抓住相关投资机会？,新浪
1351,2021-01-24,富士康越南建厂背后：当地工人月入2000千，是中国三分之一,腾讯网
1352,2021-01-24,富士康联手拜腾造车再提速 智能汽车成消费电子新战场,财联社
1353,2021-01-24,富士康和拜腾汽车的合作迎来确定性进展,36氪
1354,2021-01-24,电信行业经营向好，通信行业公募基金持仓占比创近年新低,中信建投证券研究
1355,2021-01-23,苹果：已为400万富士康等供应商员工提供再就业机会,证券时报
1356,2021-01-23,4000亿“果链”巨头遭突袭，公司最新回应来了,证券时报网
1357,2021-01-23,富士康董事长刘扬伟现身拜腾全员会，将派百余人进厂,Wind
1358,2021-01-23,拜腾陷“停摆”危机 富士康能否力破僵局？,车质网
1359,2021-01-22,EV晨报 | 曝起亚将生产苹果汽车；Stellantis集团或牵手富士康；上汽大众ID.4 X开启预售,新浪
1360,2021-01-21,富士康关联企业成被执行人，执行标的100万元 被执行人,企查查
1361,2021-01-21,看了《富士康救拜腾有点悬》 拜腾汽车给经济日报回了一封信,经济日报
1362,2021-01-21,丁清芬谈富士康救拜腾：重回赛道，唯有踏实做实业,中国经济网
1363,2021-01-20,“工业互联网”成新趋势 深圳打造服装定制、珠宝定制、女鞋定制等新消费模式,深圳新闻网
1364,2021-01-20,富士康概念再度走强 鸿腾精密涨超13%,新浪
1365,2021-01-20,打入苹果汽车供应链？富士康概念又嗨了，鸿腾精密涨10%,格隆汇
1366,2021-01-20,电报|富士康深圳iDPBG事业群启动新增人力招募,科创板日报
1367,2021-01-20,Stellantis集团或与富士康组建合资公司，为中国市场研发和生产电动汽车,资本邦
1368,2021-01-20,Stellantis首任CEO：与富士康的合作正在进行中，未来几个月将有结果,36氪
1369,2021-01-20,深圳去年规上工业总产值3.7万亿元，居全国大中城市首位,澎湃新闻
1370,2021-01-20,52只股北向资金持有流通盘的比例超10%,证券之星
1371,2021-01-20,工业富联日本NTTDocomo的5G小基站订单,格隆汇
1372,2021-01-20,工业富联拿下日本电信公司NTT DOCOMO订单,Wind
1373,2021-01-20,工业富联拿下日本NTTDOCOMO订单,36氪
1374,2021-01-20,【台股看过来】富士康打进苹果电动车供应链！证实越南设置2.7亿美元新厂 持续加深苹果多元领域合作,FX168
1375,2021-01-19,富士康正式在越南生产苹果iPad和笔记本电脑,证券时报网
1376,2021-01-19,恒指狂拉近千点，香港基金经理泼凉水,Wind
1377,2021-01-19,富士康组建MIH联盟造车动作不断 苹果汽车还需要这种打工人吗,GPLP犀牛财经
1378,2021-01-19,富士康，造车的野心不小！丨C次元,第一电动网
1379,2021-01-19,富士康筹划在越南建造2.7亿美元新工厂 扩大生产线,TechWeb
1380,2021-01-19,拜腾与富士康、南京经济技术开发区签署合作协议 2022年实现量产,中汽协
1381,2021-01-19,左手拜腾右手吉利 富士康给谁代工？,车质网
1382,2021-01-19,A股早报2021年1月19日星期二,Wind
1383,2021-01-19,富士康筹划在越南建造新工厂 可能生产MacBook和iPad,新浪
1384,2021-01-18,越南：富士康计划今年投资7亿美元，招聘万名员工,网易
1385,2021-01-18,富士康大举招兵买马 汽车产业版图渐成形,时代在线
1386,2021-01-18,越南批准富士康在北江省建厂生产笔电和平板,观察者网
1387,2021-01-18,越南批准富士康建厂生产笔记本和平板电脑,新浪
1388,2021-01-18,富士康近期加速进军汽车行业 是否因为苹果？,--
1389,2021-01-18,博硕科技IPO：毛利率连续三年下降 业绩“全靠”富士康 盈利能力下降,电鳗快报
1390,2021-01-18,本周2426亿市值限售股解禁，环比增加1254.32% 解禁,Wind
1391,2021-01-17,富士康的增长焦虑：紧急转型造车，苹果打工人不好当,AI财经社
1392,2021-01-15,理解富士康合资吉利：看看苹果｜商业源代码,经济观察网
1393,2021-01-15,蔚来老将加盟富士康，「代工巨头」真的不造车？,36氪
1394,2021-01-15,蔚来前执行副总裁郑显聪出任富士康电动汽车平台CEO,资本邦
1395,2021-01-15,蔚来汽车联合创始人郑显聪加盟富士康母公司鸿海科技,新浪
1396,2021-01-15,工业富联(601138)：富士康着手汽车产业链分工 工业互联网依势赋能,新浪
1397,2021-01-15,前蔚来高管郑显聪加盟富士康 专责电动车开放平台联盟,新浪
1398,2021-01-15,富士康概念股持续下挫 富智康集团跌近16%鸿腾精密跌超10% 连续下跌,新浪
1399,2021-01-15,【行情】港股富士康概念股继续下挫，富智康跌超15%，鸿腾精密跌超10%，云智汇科技跌近8%,金十数据
1400,2021-01-15,蔚来汽车前执行副总裁郑显聪加盟富士康,Wind
1401,2021-01-15,【报道】腾讯一线从富士康官方确认，蔚来汽车前执行副总裁郑显聪加盟富士康，被任命为电动汽车平台首席执行官,金十数据
1402,2021-01-15,10天牵手两家车企，富士康这是要干什么事？,中国能源网china5e
1403,2021-01-15,富士康概念股集体回调 富智康集团跌近11%鸿腾精密跌近6%,新浪
1404,2021-01-15,36氪独家 | 富士康董事长刘扬伟现身拜腾全员会，将派百余人进厂,36氪
1405,2021-01-15,拜腾回应富士康调动人员入驻：双方已联合工作,每日经济新闻
1406,2021-01-15,吉利控股与富士康组建合资公司发力电动汽车,北极星电力
1407,2021-01-15,蔚来前高管郑显聪出任富士康电动汽车平台首席执行官,中国网
1408,2021-01-15,吉利汽车和富士康结成合作伙伴关系,车质网
1409,2021-01-15,富士康任命蔚来前高管 为电动车平台执行官,盖世汽车
1410,2021-01-15,经济日报评论：富士康救拜腾有点悬,格隆汇
1411,2021-01-14,深度│富士康的“造车”想象和它铺垫的15年,21世纪经济报道
1412,2021-01-14,科技巨头的车圈势力版图：百度阿里都要造车，富士康仍走代工路线,腾讯网
1413,2021-01-14,吉利与富士康组建合资公司 提供汽车代工服务,第一财经
1414,2021-01-14,计算机行业工业软件系列报告(三)：三年行动计划发布 工业互联网政策持续加码,华安证券
1415,2021-01-14,富士康加速推进造车之路 与吉利成立合资公司,36氪
1416,2021-01-14,三年行动计划发布 工业互联网政策持续加码（附股）,证券时报网
1417,2021-01-14,港股收盘(1.14)|恒指收涨0.93% 富士康概念涨幅居前 富智康集团(02038)续涨21%,智通财经
1418,2021-01-14,抱团股砸盘能否上车？机构称优质股抱团未尝不可,Wind
1419,2021-01-14,恒指收涨0.93% 富智康集团续涨21%,新浪
1420,2021-01-14,港股收评：恒指尾盘拉升涨近1%大型科技股集体上扬富士康概念股领涨,格隆汇
1421,2021-01-14,恒生指数收涨0.93% 富士康概念股继续走强,e公司
1422,2021-01-14,吉利牵手富士康造苹果汽车？,第一电动网
1423,2021-01-14,推动One Digital Foxconn 数字富士康稳步前行,砍柴网
